Peregrin Took|0.9565217391304348|3.0973241|1914|2001|2026-09-14 03:00:04.548952
Forest|0.952023988005997|0.0026410103|1905|2001|2026-09-14 03:00:04.548952
Academy Manufactor|0.9375312343828086|3.374176|1876|2001|2026-09-14 03:00:04.548952
Gilded Goose|0.8825587206396801|3.111499|1766|2001|2026-09-14 03:00:04.548952
Sol Ring|0.8365817091454273|0.1694597|1674|2001|2026-09-14 03:00:04.548952
Jaheira, Friend of the Forest|0.8325837081459271|2.587082|1666|2001|2026-09-14 03:00:04.548952
Nuka-Cola Vending Machine|0.8145927036481759|3.6022806|1630|2001|2026-09-14 03:00:04.548952
Sarinth Steelseeker|0.6841579210394803|3.7525423|1369|2001|2026-09-14 03:00:04.548952
Second Harvest|0.6841579210394803|2.1731737|1369|2001|2026-09-14 03:00:04.548952
Night of the Sweets' Revenge|0.6571714142928535|3.5117013|1315|2001|2026-09-14 03:00:04.548952
Heroic Intervention|0.6416791604197901|0.30443504|1284|2001|2026-09-14 03:00:04.548952
Beast Within|0.6126936531734133|0.06594672|1226|2001|2026-09-14 03:00:04.548952
Llanowar Elves|0.5707146426786607|0.046751454|1142|2001|2026-09-14 03:00:04.548952
Tireless Provisioner|0.5702148925537232|1.2869117|1141|2001|2026-09-14 03:00:04.548952
Krark-Clan Ironworks|0.5547226386806596|3.8899555|1110|2001|2026-09-14 03:00:04.548952
Trail of Crumbs|0.5407296351824088|3.617117|1082|2001|2026-09-14 03:00:04.548952
The Shire|0.5392303848075962|2.5114684|1079|2001|2026-09-14 03:00:04.548952
Birds of Paradise|0.5362318840579711|0.81452537|1073|2001|2026-09-14 03:00:04.548952
Elvish Mystic|0.5337331334332833|0.13492309|1068|2001|2026-09-14 03:00:04.548952
Transmutation Font|0.5247376311844077|3.8245595|1050|2001|2026-09-14 03:00:04.548952
Displaced Dinosaurs|0.5187406296851574|3.752841|1038|2001|2026-09-14 03:00:04.548952
Boseiju, Who Endures|0.5187406296851574|0.5727001|1038|2001|2026-09-14 03:00:04.548952
Idol of Oblivion|0.4917541229385307|2.4858468|984|2001|2026-09-14 03:00:04.548952
Inventors' Fair|0.4867566216891554|3.1726706|974|2001|2026-09-14 03:00:04.548952
Unlucky Cabbage Merchant|0.4867566216891554|3.683055|974|2001|2026-09-14 03:00:04.548952
Archdruid's Charm|0.4832583708145927|0.7254397|967|2001|2026-09-14 03:00:04.548952
Many Partings|0.47476261869065467|2.891954|950|2001|2026-09-14 03:00:04.548952
Feasting Hobbit|0.47226386806596704|3.7651122|945|2001|2026-09-14 03:00:04.548952
Delighted Halfling|0.4687656171914043|1.0632167|938|2001|2026-09-14 03:00:04.548952
Shifting Woodland|0.4672663668165917|1.2085625|935|2001|2026-09-14 03:00:04.548952
Fomori Vault|0.46276861569215394|3.9303823|926|2001|2026-09-14 03:00:04.548952
Finale of Devastation|0.46276861569215394|0.90032256|926|2001|2026-09-14 03:00:04.548952
Gingerbread Cabin|0.4622688655672164|2.3396692|925|2001|2026-09-14 03:00:04.548952
Stridehangar Automaton|0.46026986506746626|4.030243|921|2001|2026-09-14 03:00:04.548952
Feasting Troll King|0.4547726136931534|3.5556946|910|2001|2026-09-14 03:00:04.548952
Quina, Qu Gourmet|0.45077461269365315|3.6596177|902|2001|2026-09-14 03:00:04.548952
Wild Growth|0.4492753623188406|0.532115|899|2001|2026-09-14 03:00:04.548952
Clock of Omens|0.4362818590704648|3.9608288|873|2001|2026-09-14 03:00:04.548952
Worldly Tutor|0.4352823588205897|0.80015326|871|2001|2026-09-14 03:00:04.548952
Elanor Gardner|0.4272863568215892|3.4607828|855|2001|2026-09-14 03:00:04.548952
Syr Ginger, the Meal Ender|0.4217891054472764|3.7623272|844|2001|2026-09-14 03:00:04.548952
Yavimaya, Cradle of Growth|0.4127936031984008|0.4690777|826|2001|2026-09-14 03:00:04.548952
Nature's Rhythm|0.4107946026986507|1.6380311|822|2001|2026-09-14 03:00:04.548952
Kuldotha Forgemaster|0.408295852073963|3.8537393|817|2001|2026-09-14 03:00:04.548952
Green Sun's Zenith|0.40729635182408797|0.78122777|815|2001|2026-09-14 03:00:04.548952
Bristlebud Farmer|0.4057971014492754|3.7797174|812|2001|2026-09-14 03:00:04.548952
Chord of Calling|0.4047976011994003|1.0865426|810|2001|2026-09-14 03:00:04.548952
Honored Dreyleader|0.4027986006996502|2.4468672|806|2001|2026-09-14 03:00:04.548952
Teething Wurmlet|0.38980509745127434|3.4872615|780|2001|2026-09-14 03:00:04.548952
Revive the Shire|0.3888055972013993|3.0282125|778|2001|2026-09-14 03:00:04.548952
Veil of Summer|0.3798100949525237|1.1215534|760|2001|2026-09-14 03:00:04.548952
Killer Service|0.3743128435782109|3.53011|749|2001|2026-09-14 03:00:04.548952
Crop Rotation|0.37181409295352325|0.64178556|744|2001|2026-09-14 03:00:04.548952
Emerald Medallion|0.3708145927036482|-0.09494715|742|2001|2026-09-14 03:00:04.548952
Bridgeworks Battle // Tanglespan Bridgeworks|0.3708145927036482|0.96206063|742|2001|2026-09-14 03:00:04.548952
Nature's Claim|0.3683158420789605|0.5835727|737|2001|2026-09-14 03:00:04.548952
Krosan Grip|0.3663168415792104|0.7427035|733|2001|2026-09-14 03:00:04.548952
Parallel Lives|0.3658170914542729|1.6119069|732|2001|2026-09-14 03:00:04.548952
Inspiring Statuary|0.3613193403298351|3.6625473|723|2001|2026-09-14 03:00:04.548952
Ancient Tomb|0.35582208895552225|1.1794657|712|2001|2026-09-14 03:00:04.548952
Fangren Marauder|0.351824087956022|3.5733275|704|2001|2026-09-14 03:00:04.548952
Tough Cookie|0.35082458770614694|3.585792|702|2001|2026-09-14 03:00:04.548952
Elvish Spirit Guide|0.3493253373313343|1.6434613|699|2001|2026-09-14 03:00:04.548952
Fyndhorn Elves|0.34382808595702147|0.038890854|688|2001|2026-09-14 03:00:04.548952
Disciple of Freyalise // Garden of Freyalise|0.34132933533233384|0.59898365|683|2001|2026-09-14 03:00:04.548952
Seedborn Muse|0.3408295852073963|0.8824383|682|2001|2026-09-14 03:00:04.548952
Talon Gates of Madara|0.33483258370814595|1.7791599|670|2001|2026-09-14 03:00:04.548952
Bumi's Feast Lecture|0.3278360819590205|3.650567|656|2001|2026-09-14 03:00:04.548952
Emergence Zone|0.3268365817091454|1.6616164|654|2001|2026-09-14 03:00:04.548952
Doubling Season|0.3263368315842079|0.9279704|653|2001|2026-09-14 03:00:04.548952
